EmpleadoID,Sector,Fecha,Proyecto,Producto,Inspecciones,NoConformes,UnidadesEntregadas
115,Producción,2024-04-28,Gasoducto Sur,Tanque,29,5,87
115,Producción,2024-10-17,Oleoducto Andino,Tubería,29,2,145
115,Producción,2024-07-05,Planta Separadora,Tanque,8,1,32
116,Mantenimiento,2024-03-25,Planta Separadora,Válvula,16,4,48
116,Mantenimiento,2024-10-24,Oleoducto Andino,Válvula,18,3,90
116,Mantenimiento,2024-03-07,Oleoducto Andino,Bomba,8,0,16
116,Mantenimiento,2024-08-11,Planta Separadora,Tubería,14,2,70
117,Logística,2024-04-10,Oleoducto Andino,Válvula,16,5,80
117,Logística,2024-09-03,Gasoducto Sur,Válvula,16,4,80
117,Logística,2024-02-25,Gasoducto Sur,Tubería,20,2,80
117,Logística,2024-04-21,Refinería VacaMuerta,Tubería,19,4,38
118,Mantenimiento,2024-11-15,Planta Separadora,Bomba,28,2,112
118,Mantenimiento,2024-01-08,Planta Eléctrica Loma,Tanque,28,2,84
118,Mantenimiento,2024-12-13,Planta Eléctrica Loma,Bomba,14,0,70
119,Seguridad,2024-05-12,Gasoducto Sur,Tanque,17,1,85
119,Seguridad,2024-03-04,Planta Eléctrica Loma,Válvula,28,9,84
119,Seguridad,2024-01-15,Oleoducto Andino,Válvula,27,1,81
119,Seguridad,2024-10-25,Refinería VacaMuerta,Filtro,15,4,75
119,Seguridad,2024-02-04,Planta Separadora,Bomba,27,1,135
120,Mantenimiento,2024-07-26,Gasoducto Sur,Tanque,10,2,20
120,Mantenimiento,2024-12-16,Planta Separadora,Filtro,19,5,95
120,Mantenimiento,2024-05-02,Gasoducto Sur,Filtro,25,8,50
120,Mantenimiento,2024-02-22,Oleoducto Andino,Tubería,22,6,110
120,Mantenimiento,2024-08-05,Planta Separadora,Válvula,11,3,33
121,Seguridad,2024-06-18,Planta Eléctrica Loma,Válvula,19,6,57
121,Seguridad,2024-12-03,Gasoducto Sur,Tanque,18,1,54
121,Seguridad,2024-04-07,Refinería VacaMuerta,Bomba,29,9,58
121,Seguridad,2024-06-23,Planta Eléctrica Loma,Tanque,24,8,48
122,Mantenimiento,2024-08-21,Planta Separadora,Filtro,24,3,48
122,Mantenimiento,2024-04-03,Planta Separadora,Tubería,27,1,54
123,Mantenimiento,2024-11-11,Planta Eléctrica Loma,Bomba,23,0,92
123,Mantenimiento,2024-10-23,Planta Eléctrica Loma,Válvula,22,3,88
123,Mantenimiento,2024-06-03,Oleoducto Andino,Válvula,15,1,30
123,Mantenimiento,2024-06-10,Gasoducto Sur,Filtro,6,0,18
123,Mantenimiento,2024-07-01,Refinería VacaMuerta,Válvula,27,7,81
124,Mantenimiento,2024-08-17,Refinería VacaMuerta,Filtro,18,4,54
124,Mantenimiento,2024-01-13,Gasoducto Sur,Tanque,19,1,38
124,Mantenimiento,2024-07-16,Refinería VacaMuerta,Válvula,10,2,50
125,Mantenimiento,2024-09-04,Refinería VacaMuerta,Tanque,7,2,14
125,Mantenimiento,2024-12-01,Planta Separadora,Tanque,10,1,50
125,Mantenimiento,2024-05-19,Refinería VacaMuerta,Filtro,22,0,110
125,Mantenimiento,2024-03-12,Planta Eléctrica Loma,Tanque,18,5,54
125,Mantenimiento,2024-01-01,Refinería VacaMuerta,Filtro,17,2,34
126,Producción,2024-10-22,Refinería VacaMuerta,Tanque,5,1,20
126,Producción,2024-08-24,Oleoducto Andino,Válvula,14,3,42
126,Producción,2024-12-23,Gasoducto Sur,Tubería,15,2,45
126,Producción,2024-12-01,Planta Separadora,Tubería,16,2,64
127,Perforación,2024-11-11,Planta Separadora,Tubería,18,5,90
127,Perforación,2024-02-05,Planta Eléctrica Loma,Válvula,11,2,33
127,Perforación,2024-10-11,Refinería VacaMuerta,Bomba,22,1,88
127,Perforación,2024-01-05,Refinería VacaMuerta,Filtro,12,4,48
128,Perforación,2024-03-03,Oleoducto Andino,Bomba,14,2,70
128,Perforación,2024-08-04,Planta Eléctrica Loma,Filtro,28,3,140
128,Perforación,2024-12-27,Gasoducto Sur,Válvula,28,7,140
129,Mantenimiento,2024-12-04,Oleoducto Andino,Tanque,27,6,81
129,Mantenimiento,2024-05-01,Gasoducto Sur,Tanque,27,5,108
129,Mantenimiento,2024-08-22,Oleoducto Andino,Tubería,9,1,18
130,Mantenimiento,2024-02-20,Oleoducto Andino,Bomba,28,7,56
130,Mantenimiento,2024-02-17,Refinería VacaMuerta,Filtro,10,1,30
131,Seguridad,2024-12-22,Planta Eléctrica Loma,Bomba,17,3,51
131,Seguridad,2024-07-25,Planta Eléctrica Loma,Tanque,22,1,88
131,Seguridad,2024-09-06,Planta Eléctrica Loma,Válvula,19,3,38
132,Seguridad,2024-10-20,Oleoducto Andino,Válvula,20,3,100
132,Seguridad,2024-03-23,Oleoducto Andino,Tubería,10,1,40
132,Seguridad,2024-10-02,Oleoducto Andino,Válvula,6,0,12
132,Seguridad,2024-01-23,Planta Eléctrica Loma,Tubería,25,6,75
132,Seguridad,2024-11-11,Gasoducto Sur,Bomba,11,3,44
133,Seguridad,2024-03-18,Planta Separadora,Tubería,27,0,108
133,Seguridad,2024-06-17,Gasoducto Sur,Tubería,15,3,75
133,Seguridad,2024-04-02,Planta Separadora,Filtro,19,5,57
133,Seguridad,2024-02-14,Planta Separadora,Bomba,25,7,125
134,Seguridad,2024-12-08,Gasoducto Sur,Filtro,14,4,42
134,Seguridad,2024-11-27,Refinería VacaMuerta,Filtro,27,9,108
134,Seguridad,2024-03-03,Refinería VacaMuerta,Válvula,26,2,130
135,Seguridad,2024-07-22,Planta Eléctrica Loma,Bomba,30,3,150
135,Seguridad,2024-07-24,Refinería VacaMuerta,Tanque,29,8,116
136,Logística,2024-03-02,Planta Separadora,Tanque,14,2,42
136,Logística,2024-07-02,Planta Eléctrica Loma,Válvula,16,1,48
137,Seguridad,2024-08-22,Oleoducto Andino,Filtro,15,3,75
137,Seguridad,2024-05-06,Gasoducto Sur,Válvula,28,1,84
137,Seguridad,2024-03-17,Oleoducto Andino,Tanque,12,3,48
137,Seguridad,2024-12-22,Refinería VacaMuerta,Tanque,11,1,22
138,Logística,2024-03-28,Refinería VacaMuerta,Filtro,19,4,95
138,Logística,2024-09-24,Planta Eléctrica Loma,Tubería,7,1,28
139,Logística,2024-06-22,Gasoducto Sur,Bomba,13,0,39
139,Logística,2024-07-14,Planta Eléctrica Loma,Válvula,6,0,18
139,Logística,2024-06-02,Refinería VacaMuerta,Bomba,18,3,72
139,Logística,2024-04-24,Refinería VacaMuerta,Tubería,22,4,44
140,Producción,2024-12-28,Oleoducto Andino,Bomba,6,2,24
140,Producción,2024-12-26,Planta Separadora,Filtro,7,0,28
140,Producción,2024-10-22,Oleoducto Andino,Filtro,19,4,95
140,Producción,2024-04-25,Oleoducto Andino,Válvula,5,1,10
141,Logística,2024-10-21,Gasoducto Sur,Bomba,20,1,100
141,Logística,2024-05-21,Planta Separadora,Válvula,24,1,48
141,Logística,2024-03-17,Planta Eléctrica Loma,Tubería,29,7,116
141,Logística,2024-09-25,Planta Eléctrica Loma,Tubería,13,3,52
141,Logística,2024-02-15,Oleoducto Andino,Válvula,23,4,92
142,Perforación,2024-09-17,Planta Separadora,Tanque,24,2,72
142,Perforación,2024-03-16,Oleoducto Andino,Filtro,10,3,20
143,Logística,2024-05-16,Gasoducto Sur,Válvula,29,4,116
143,Logística,2024-12-27,Oleoducto Andino,Válvula,20,0,60
143,Logística,2024-02-24,Planta Separadora,Filtro,7,1,28
143,Logística,2024-03-16,Oleoducto Andino,Válvula,14,3,56
143,Logística,2024-07-10,Planta Eléctrica Loma,Válvula,18,5,54
144,Seguridad,2024-10-20,Planta Eléctrica Loma,Filtro,29,7,58
144,Seguridad,2024-11-18,Refinería VacaMuerta,Tanque,20,5,40
144,Seguridad,2024-03-14,Planta Eléctrica Loma,Tubería,27,6,54
144,Seguridad,2024-03-20,Oleoducto Andino,Válvula,26,8,104
145,Seguridad,2024-07-22,Oleoducto Andino,Válvula,21,0,84
145,Seguridad,2024-05-28,Refinería VacaMuerta,Válvula,22,0,88
145,Seguridad,2024-03-12,Oleoducto Andino,Tanque,26,8,130
145,Seguridad,2024-05-27,Gasoducto Sur,Válvula,9,0,45
145,Seguridad,2024-02-23,Planta Separadora,Tanque,22,2,66
146,Logística,2024-09-11,Gasoducto Sur,Filtro,20,1,60
146,Logística,2024-11-23,Planta Eléctrica Loma,Filtro,21,7,42
147,Perforación,2024-02-14,Gasoducto Sur,Válvula,19,1,95
147,Perforación,2024-10-27,Oleoducto Andino,Bomba,11,1,22
147,Perforación,2024-03-13,Oleoducto Andino,Tanque,8,1,24
147,Perforación,2024-03-18,Refinería VacaMuerta,Filtro,11,2,44
148,Logística,2024-01-03,Refinería VacaMuerta,Válvula,18,4,36
148,Logística,2024-11-17,Oleoducto Andino,Tanque,11,1,22
148,Logística,2024-10-09,Planta Eléctrica Loma,Tanque,10,2,50
149,Logística,2024-07-10,Refinería VacaMuerta,Filtro,17,1,34
149,Logística,2024-09-15,Refinería VacaMuerta,Tubería,13,1,39
149,Logística,2024-11-13,Refinería VacaMuerta,Bomba,28,7,112
149,Logística,2024-08-13,Planta Separadora,Válvula,25,1,125
150,Seguridad,2024-07-20,Refinería VacaMuerta,Tubería,9,3,36
150,Seguridad,2024-05-13,Gasoducto Sur,Filtro,7,1,28
150,Seguridad,2024-06-07,Planta Eléctrica Loma,Tubería,26,8,104
151,Logística,2024-07-17,Planta Eléctrica Loma,Tanque,28,9,112
151,Logística,2024-06-06,Refinería VacaMuerta,Válvula,18,2,72
151,Logística,2024-08-26,Refinería VacaMuerta,Bomba,20,1,40
152,Perforación,2024-07-14,Oleoducto Andino,Filtro,23,7,115
152,Perforación,2024-01-22,Gasoducto Sur,Tanque,7,0,35
153,Logística,2024-11-14,Refinería VacaMuerta,Bomba,26,0,130
153,Logística,2024-04-21,Gasoducto Sur,Filtro,29,3,87
153,Logística,2024-06-26,Planta Separadora,Filtro,19,5,57
153,Logística,2024-08-20,Refinería VacaMuerta,Tubería,23,5,46
153,Logística,2024-02-21,Oleoducto Andino,Filtro,19,0,57
154,Producción,2024-02-23,Planta Separadora,Bomba,19,3,95
154,Producción,2024-08-11,Refinería VacaMuerta,Tanque,12,1,24
154,Producción,2024-02-01,Refinería VacaMuerta,Filtro,19,0,95
154,Producción,2024-09-03,Refinería VacaMuerta,Filtro,27,6,108
155,Logística,2024-02-08,Planta Eléctrica Loma,Válvula,30,7,60
155,Logística,2024-07-14,Planta Separadora,Tanque,11,1,44
155,Logística,2024-05-10,Gasoducto Sur,Bomba,22,0,88
155,Logística,2024-04-18,Oleoducto Andino,Filtro,20,3,60
156,Mantenimiento,2024-03-20,Refinería VacaMuerta,Bomba,9,3,36
156,Mantenimiento,2024-03-11,Refinería VacaMuerta,Tanque,29,4,116
156,Mantenimiento,2024-02-12,Gasoducto Sur,Tanque,23,6,46
157,Mantenimiento,2024-06-04,Gasoducto Sur,Válvula,16,2,80
157,Mantenimiento,2024-10-07,Oleoducto Andino,Tanque,20,6,100
158,Producción,2024-07-04,Oleoducto Andino,Válvula,23,0,115
158,Producción,2024-06-13,Gasoducto Sur,Válvula,28,9,56
158,Producción,2024-01-28,Oleoducto Andino,Válvula,24,4,120
159,Logística,2024-07-07,Planta Eléctrica Loma,Tanque,16,1,64
159,Logística,2024-07-16,Refinería VacaMuerta,Filtro,9,1,45
159,Logística,2024-12-24,Oleoducto Andino,Bomba,27,3,54
159,Logística,2024-01-27,Gasoducto Sur,Bomba,25,5,100
160,Perforación,2024-10-11,Planta Eléctrica Loma,Tubería,21,5,105
160,Perforación,2024-06-19,Refinería VacaMuerta,Tubería,27,2,81
161,Perforación,2024-12-10,Planta Eléctrica Loma,Bomba,17,4,68
161,Perforación,2024-08-16,Planta Eléctrica Loma,Válvula,14,4,42
161,Perforación,2024-07-03,Oleoducto Andino,Bomba,22,2,44
161,Perforación,2024-08-18,Planta Eléctrica Loma,Tanque,24,8,72
161,Perforación,2024-03-12,Refinería VacaMuerta,Tanque,5,1,15
162,Mantenimiento,2024-06-24,Planta Separadora,Bomba,17,3,68
162,Mantenimiento,2024-12-25,Oleoducto Andino,Filtro,15,1,75
162,Mantenimiento,2024-01-06,Oleoducto Andino,Tubería,7,1,35
163,Perforación,2024-05-14,Planta Eléctrica Loma,Tubería,15,0,60
163,Perforación,2024-01-01,Gasoducto Sur,Bomba,18,4,36
163,Perforación,2024-07-04,Planta Separadora,Filtro,18,4,36
164,Logística,2024-03-21,Gasoducto Sur,Filtro,13,0,26
164,Logística,2024-02-14,Gasoducto Sur,Bomba,30,6,120
165,Logística,2024-08-19,Planta Eléctrica Loma,Bomba,30,9,90
165,Logística,2024-10-13,Oleoducto Andino,Bomba,20,1,100
165,Logística,2024-06-16,Gasoducto Sur,Tubería,18,1,36
165,Logística,2024-03-16,Planta Separadora,Válvula,11,1,22
166,Perforación,2024-08-21,Refinería VacaMuerta,Tubería,16,2,64
166,Perforación,2024-06-20,Refinería VacaMuerta,Bomba,28,9,84
166,Perforación,2024-09-04,Oleoducto Andino,Filtro,19,3,38
167,Logística,2024-10-01,Planta Eléctrica Loma,Tanque,16,5,64
167,Logística,2024-03-12,Refinería VacaMuerta,Tubería,9,1,27
167,Logística,2024-03-16,Oleoducto Andino,Bomba,12,4,60
168,Logística,2024-04-12,Refinería VacaMuerta,Tubería,29,8,116
168,Logística,2024-06-26,Refinería VacaMuerta,Filtro,23,0,115
168,Logística,2024-01-23,Planta Separadora,Filtro,30,10,90
169,Perforación,2024-01-02,Planta Eléctrica Loma,Tanque,22,1,88
169,Perforación,2024-08-04,Gasoducto Sur,Tanque,14,4,56
169,Perforación,2024-04-06,Refinería VacaMuerta,Tanque,5,1,25
170,Perforación,2024-03-06,Planta Eléctrica Loma,Tubería,5,1,20
170,Perforación,2024-03-01,Planta Eléctrica Loma,Tanque,22,2,88
170,Perforación,2024-03-23,Refinería VacaMuerta,Válvula,26,4,104
170,Perforación,2024-05-20,Gasoducto Sur,Filtro,20,3,80
170,Perforación,2024-07-13,Refinería VacaMuerta,Bomba,17,4,85
171,Seguridad,2024-06-25,Planta Separadora,Válvula,30,10,120
171,Seguridad,2024-08-14,Refinería VacaMuerta,Bomba,10,0,30
171,Seguridad,2024-03-17,Refinería VacaMuerta,Tubería,12,4,24
171,Seguridad,2024-09-09,Oleoducto Andino,Filtro,11,3,55
171,Seguridad,2024-06-26,Oleoducto Andino,Bomba,24,2,120
172,Seguridad,2024-04-24,Gasoducto Sur,Tubería,22,5,110
172,Seguridad,2024-05-23,Refinería VacaMuerta,Tubería,10,1,40
172,Seguridad,2024-04-14,Refinería VacaMuerta,Filtro,13,3,52
172,Seguridad,2024-08-19,Refinería VacaMuerta,Válvula,16,2,48
173,Seguridad,2024-04-04,Planta Separadora,Tanque,10,1,50
173,Seguridad,2024-11-07,Oleoducto Andino,Filtro,30,8,150
174,Seguridad,2024-03-24,Gasoducto Sur,Tanque,19,5,95
174,Seguridad,2024-07-08,Planta Separadora,Tanque,30,7,60
175,Producción,2024-11-04,Planta Eléctrica Loma,Filtro,7,1,28
175,Producción,2024-09-27,Refinería VacaMuerta,Bomba,25,3,75
175,Producción,2024-03-20,Planta Eléctrica Loma,Tanque,7,0,35
175,Producción,2024-04-23,Planta Separadora,Bomba,25,3,75
175,Producción,2024-05-22,Planta Eléctrica Loma,Válvula,25,8,75
176,Mantenimiento,2024-10-12,Planta Eléctrica Loma,Tubería,27,5,81
176,Mantenimiento,2024-03-14,Oleoducto Andino,Válvula,23,6,92
176,Mantenimiento,2024-05-13,Refinería VacaMuerta,Filtro,8,0,16
176,Mantenimiento,2024-06-14,Oleoducto Andino,Válvula,8,2,16
177,Mantenimiento,2024-11-25,Gasoducto Sur,Válvula,30,6,120
177,Mantenimiento,2024-09-17,Oleoducto Andino,Tanque,25,0,100
177,Mantenimiento,2024-03-27,Oleoducto Andino,Válvula,7,1,35
178,Perforación,2024-03-20,Gasoducto Sur,Bomba,27,8,54
178,Perforación,2024-09-05,Planta Separadora,Tanque,8,2,32
179,Perforación,2024-09-22,Oleoducto Andino,Tanque,10,2,40
179,Perforación,2024-08-03,Planta Eléctrica Loma,Tubería,11,0,44
179,Perforación,2024-02-20,Oleoducto Andino,Tubería,18,3,54
180,Mantenimiento,2024-05-15,Refinería VacaMuerta,Tubería,18,1,36
180,Mantenimiento,2024-05-15,Gasoducto Sur,Válvula,12,1,60
181,Logística,2024-11-02,Planta Eléctrica Loma,Tanque,6,0,30
181,Logística,2024-09-03,Planta Separadora,Filtro,23,4,46
181,Logística,2024-06-05,Oleoducto Andino,Bomba,6,2,30
181,Logística,2024-08-04,Refinería VacaMuerta,Bomba,9,1,27
181,Logística,2024-06-10,Refinería VacaMuerta,Bomba,9,3,18
182,Perforación,2024-03-07,Planta Separadora,Bomba,29,5,116
182,Perforación,2024-02-08,Gasoducto Sur,Tubería,29,8,116
182,Perforación,2024-04-09,Gasoducto Sur,Tanque,15,0,45
183,Seguridad,2024-12-02,Gasoducto Sur,Tanque,23,1,115
183,Seguridad,2024-10-03,Gasoducto Sur,Tubería,21,4,63
183,Seguridad,2024-12-10,Planta Eléctrica Loma,Bomba,30,7,150
184,Perforación,2024-09-13,Oleoducto Andino,Válvula,28,1,140
184,Perforación,2024-02-27,Planta Eléctrica Loma,Tanque,19,5,38
184,Perforación,2024-06-25,Oleoducto Andino,Tubería,28,0,56
184,Perforación,2024-07-27,Oleoducto Andino,Tanque,27,0,108
185,Mantenimiento,2024-08-06,Refinería VacaMuerta,Tubería,10,0,20
185,Mantenimiento,2024-02-15,Refinería VacaMuerta,Tanque,26,5,130
186,Perforación,2024-06-08,Planta Separadora,Tubería,14,2,42
186,Perforación,2024-01-16,Planta Separadora,Bomba,7,1,21
186,Perforación,2024-06-13,Refinería VacaMuerta,Bomba,16,1,80
186,Perforación,2024-06-02,Planta Eléctrica Loma,Bomba,8,2,40
186,Perforación,2024-03-14,Oleoducto Andino,Bomba,27,2,81
187,Seguridad,2024-09-06,Refinería VacaMuerta,Válvula,28,4,140
187,Seguridad,2024-11-04,Gasoducto Sur,Tubería,17,3,68
187,Seguridad,2024-07-04,Planta Eléctrica Loma,Filtro,26,5,52
187,Seguridad,2024-06-04,Gasoducto Sur,Válvula,23,1,69
187,Seguridad,2024-06-07,Oleoducto Andino,Bomba,18,0,36
188,Perforación,2024-08-23,Planta Eléctrica Loma,Tanque,10,0,20
188,Perforación,2024-04-06,Oleoducto Andino,Bomba,30,8,150
188,Perforación,2024-04-26,Planta Separadora,Válvula,23,0,46
188,Perforación,2024-06-27,Planta Separadora,Tubería,15,2,45
189,Logística,2024-04-02,Gasoducto Sur,Tubería,27,0,81
189,Logística,2024-08-01,Planta Separadora,Tanque,21,4,63
189,Logística,2024-07-27,Gasoducto Sur,Filtro,30,4,120
190,Logística,2024-10-12,Gasoducto Sur,Tubería,7,0,35
190,Logística,2024-03-16,Refinería VacaMuerta,Bomba,28,5,84
190,Logística,2024-03-27,Planta Separadora,Válvula,5,0,20
190,Logística,2024-04-24,Gasoducto Sur,Tanque,5,0,25
191,Perforación,2024-08-07,Oleoducto Andino,Filtro,12,4,60
191,Perforación,2024-12-02,Planta Separadora,Válvula,9,1,45
191,Perforación,2024-11-18,Planta Separadora,Bomba,9,1,18
191,Perforación,2024-11-23,Refinería VacaMuerta,Tanque,11,2,55
191,Perforación,2024-09-19,Oleoducto Andino,Tubería,9,2,45
192,Mantenimiento,2024-06-15,Refinería VacaMuerta,Filtro,8,0,16
192,Mantenimiento,2024-04-25,Planta Separadora,Válvula,26,4,130
192,Mantenimiento,2024-02-23,Planta Eléctrica Loma,Válvula,7,2,35
192,Mantenimiento,2024-02-01,Planta Separadora,Bomba,17,2,68
193,Perforación,2024-12-12,Refinería VacaMuerta,Tubería,14,4,28
193,Perforación,2024-06-17,Planta Eléctrica Loma,Filtro,23,5,92
193,Perforación,2024-10-20,Gasoducto Sur,Tanque,20,0,80
193,Perforación,2024-12-10,Gasoducto Sur,Tanque,17,1,51
194,Perforación,2024-02-22,Oleoducto Andino,Bomba,10,2,30
194,Perforación,2024-03-04,Oleoducto Andino,Tanque,29,1,116
194,Perforación,2024-02-08,Oleoducto Andino,Tanque,27,6,108
195,Perforación,2024-03-21,Planta Separadora,Tubería,26,2,78
195,Perforación,2024-02-04,Oleoducto Andino,Válvula,22,6,44
195,Perforación,2024-10-07,Gasoducto Sur,Tubería,14,0,56
195,Perforación,2024-05-17,Gasoducto Sur,Bomba,30,4,120
195,Perforación,2024-01-14,Oleoducto Andino,Filtro,11,2,22
196,Seguridad,2024-10-19,Planta Eléctrica Loma,Tubería,15,0,75
196,Seguridad,2024-09-02,Planta Separadora,Filtro,22,0,44
196,Seguridad,2024-04-01,Planta Separadora,Tanque,18,2,36
196,Seguridad,2024-09-24,Oleoducto Andino,Filtro,25,1,50
197,Producción,2024-01-17,Gasoducto Sur,Tanque,19,5,38
197,Producción,2024-04-06,Gasoducto Sur,Filtro,28,1,84
197,Producción,2024-01-08,Gasoducto Sur,Filtro,24,7,120
197,Producción,2024-01-17,Oleoducto Andino,Bomba,18,6,36
198,Mantenimiento,2024-05-18,Planta Eléctrica Loma,Tubería,20,6,60
198,Mantenimiento,2024-03-01,Oleoducto Andino,Filtro,30,10,90
198,Mantenimiento,2024-05-18,Planta Separadora,Filtro,19,0,38
199,Producción,2024-04-10,Oleoducto Andino,Tanque,8,0,16
199,Producción,2024-02-24,Planta Separadora,Bomba,5,1,10
200,Producción,2024-11-07,Planta Eléctrica Loma,Filtro,30,7,60
200,Producción,2024-09-12,Planta Eléctrica Loma,Bomba,16,4,64
201,Mantenimiento,2024-10-11,Planta Eléctrica Loma,Tanque,9,0,45
201,Mantenimiento,2024-09-19,Oleoducto Andino,Tubería,11,0,33
201,Mantenimiento,2024-01-26,Oleoducto Andino,Filtro,9,3,27
201,Mantenimiento,2024-05-09,Refinería VacaMuerta,Tanque,14,4,56
201,Mantenimiento,2024-12-25,Planta Separadora,Bomba,13,0,52
202,Logística,2024-06-19,Gasoducto Sur,Tanque,24,2,48
202,Logística,2024-08-05,Oleoducto Andino,Tubería,11,2,44
203,Seguridad,2024-10-12,Planta Eléctrica Loma,Bomba,21,1,84
203,Seguridad,2024-06-01,Oleoducto Andino,Tanque,20,4,60
203,Seguridad,2024-09-11,Planta Eléctrica Loma,Válvula,19,6,57
203,Seguridad,2024-09-17,Planta Separadora,Tanque,30,9,150
204,Logística,2024-04-24,Refinería VacaMuerta,Válvula,28,7,84
204,Logística,2024-04-05,Gasoducto Sur,Tanque,28,1,84
204,Logística,2024-09-23,Planta Eléctrica Loma,Tanque,8,0,16
204,Logística,2024-11-05,Oleoducto Andino,Tubería,26,7,78
205,Seguridad,2024-08-01,Gasoducto Sur,Tubería,29,5,145
205,Seguridad,2024-04-24,Refinería VacaMuerta,Tubería,27,3,135
205,Seguridad,2024-02-21,Oleoducto Andino,Tanque,12,1,60
205,Seguridad,2024-09-21,Gasoducto Sur,Válvula,19,6,95
205,Seguridad,2024-04-23,Refinería VacaMuerta,Bomba,28,8,56
206,Producción,2024-12-10,Oleoducto Andino,Bomba,22,1,88
206,Producción,2024-08-14,Gasoducto Sur,Tubería,18,1,90
206,Producción,2024-12-18,Refinería VacaMuerta,Tanque,21,7,84
206,Producción,2024-12-27,Planta Eléctrica Loma,Válvula,17,3,51
206,Producción,2024-05-07,Planta Separadora,Filtro,17,5,51
207,Perforación,2024-05-03,Planta Separadora,Bomba,9,2,27
207,Perforación,2024-02-09,Planta Eléctrica Loma,Tanque,13,2,26
207,Perforación,2024-02-22,Refinería VacaMuerta,Bomba,25,5,50
207,Perforación,2024-03-15,Planta Separadora,Válvula,25,1,100
207,Perforación,2024-06-19,Gasoducto Sur,Válvula,26,1,78
208,Producción,2024-11-16,Refinería VacaMuerta,Válvula,10,0,40
208,Producción,2024-01-06,Planta Separadora,Tanque,17,5,51
209,Seguridad,2024-12-20,Planta Separadora,Válvula,24,1,48
209,Seguridad,2024-01-15,Refinería VacaMuerta,Bomba,15,1,75
209,Seguridad,2024-01-21,Planta Separadora,Tanque,5,1,20
209,Seguridad,2024-08-13,Gasoducto Sur,Tanque,25,4,75
210,Producción,2024-12-01,Planta Separadora,Tanque,13,3,39
210,Producción,2024-09-19,Gasoducto Sur,Filtro,13,1,39
211,Perforación,2024-04-08,Refinería VacaMuerta,Tubería,26,3,78
211,Perforación,2024-01-04,Refinería VacaMuerta,Tanque,12,3,36
212,Logística,2024-12-07,Planta Eléctrica Loma,Filtro,14,4,70
212,Logística,2024-06-25,Gasoducto Sur,Válvula,19,1,95
212,Logística,2024-06-13,Oleoducto Andino,Bomba,23,2,46
212,Logística,2024-12-12,Planta Separadora,Válvula,11,0,44
212,Logística,2024-03-08,Planta Separadora,Filtro,27,3,135
213,Perforación,2024-05-08,Planta Separadora,Tanque,8,0,16
213,Perforación,2024-12-16,Refinería VacaMuerta,Válvula,17,0,68
214,Perforación,2024-06-19,Oleoducto Andino,Bomba,20,1,80
214,Perforación,2024-04-01,Oleoducto Andino,Filtro,6,0,18
215,Mantenimiento,2024-08-06,Oleoducto Andino,Tanque,7,1,28
215,Mantenimiento,2024-04-06,Planta Eléctrica Loma,Válvula,24,8,48
216,Logística,2024-01-22,Planta Separadora,Filtro,9,0,36
216,Logística,2024-10-26,Oleoducto Andino,Tubería,27,1,108
216,Logística,2024-07-02,Planta Eléctrica Loma,Bomba,26,1,52
216,Logística,2024-08-14,Planta Eléctrica Loma,Bomba,6,0,12
216,Logística,2024-10-05,Planta Eléctrica Loma,Válvula,19,4,76
217,Logística,2024-08-24,Planta Eléctrica Loma,Bomba,6,2,24
217,Logística,2024-06-12,Planta Eléctrica Loma,Tubería,10,3,20
217,Logística,2024-03-15,Planta Separadora,Tanque,28,2,84
217,Logística,2024-09-23,Planta Separadora,Filtro,17,3,51
217,Logística,2024-06-12,Planta Eléctrica Loma,Tubería,22,0,44
218,Perforación,2024-04-10,Planta Eléctrica Loma,Tanque,9,0,36
218,Perforación,2024-05-03,Planta Separadora,Filtro,30,4,150
219,Mantenimiento,2024-09-26,Planta Separadora,Tubería,18,0,72
219,Mantenimiento,2024-03-14,Planta Separadora,Filtro,29,2,116
219,Mantenimiento,2024-10-25,Refinería VacaMuerta,Bomba,12,2,60
220,Perforación,2024-02-20,Planta Eléctrica Loma,Tubería,16,0,80
220,Perforación,2024-11-01,Planta Eléctrica Loma,Tubería,19,4,38
220,Perforación,2024-10-04,Planta Separadora,Tubería,14,4,28
221,Logística,2024-07-13,Oleoducto Andino,Válvula,20,4,60
221,Logística,2024-02-24,Planta Eléctrica Loma,Tubería,5,1,25
222,Producción,2024-07-16,Planta Separadora,Filtro,8,1,24
222,Producción,2024-12-16,Gasoducto Sur,Válvula,24,1,120
222,Producción,2024-02-21,Refinería VacaMuerta,Válvula,19,3,95
222,Producción,2024-11-03,Planta Separadora,Tanque,10,2,40
222,Producción,2024-11-08,Refinería VacaMuerta,Válvula,20,0,40
223,Mantenimiento,2024-04-20,Oleoducto Andino,Filtro,27,3,135
223,Mantenimiento,2024-06-27,Refinería VacaMuerta,Filtro,16,3,48
223,Mantenimiento,2024-04-18,Gasoducto Sur,Bomba,28,5,84
223,Mantenimiento,2024-10-17,Planta Eléctrica Loma,Bomba,5,1,25
224,Seguridad,2024-07-21,Refinería VacaMuerta,Válvula,8,1,32
224,Seguridad,2024-10-21,Planta Eléctrica Loma,Tubería,27,0,108
224,Seguridad,2024-06-19,Planta Separadora,Tubería,21,2,84
224,Seguridad,2024-12-21,Planta Separadora,Válvula,19,0,76
224,Seguridad,2024-07-04,Gasoducto Sur,Tubería,11,1,55
